itr,CPU (in s),LPM (in s),DLPM (in s),listen (in s),Rx (in s),Tx (in s),CPU_Usage_profile (in J),LPM_Usage_profile (in J),DLPM_Usage_profile (in J),Listen_usage_profile (in J),Rx_usage_profile (in J),Tx_usage_profile (in J),TotalUsage_profile (in J),CPU_Usage_datasheet (in J),LPM_Usage_datasheet (in J),DLPM_Usage_datasheet (in J),Listen_usage_datasheet (in J),Rx_usage_datasheet (in J),Tx_usage_datasheet (in J),TotalUsage_datasheet (in J)
46,8,612,0,620,159,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.528,1.21176,0.0,49.104,14.1669,0.0,65.01066
47,8,621,0,630,159,0,0.0,0.284823,0.0,0.93456,0.0,0.0,1.2193829999999999,0.528,1.22958,0.0,49.896,14.1669,0.0,65.82048
48,8,631,0,640,160,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.528,1.24938,0.0,50.687999999999995,14.256,0.0,66.72138
49,8,641,0,650,160,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.528,1.2691799999999998,0.0,51.48,14.256,0.0,67.53317999999999
50,8,651,0,660,160,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.528,1.2889799999999998,0.0,52.272,14.256,0.0,68.34497999999999
51,9,661,0,670,161,0,0.050655,0.31647,0.0,0.93456,0.099462,0.0,1.401147,0.594,1.3087799999999998,0.0,53.064,14.345099999999997,0.0,69.31188
52,9,671,0,680,161,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.3285799999999999,0.0,53.855999999999995,14.345099999999997,0.0,70.12368
53,9,681,0,690,161,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.34838,0.0,54.647999999999996,14.345099999999997,0.0,70.93548
54,9,691,0,700,162,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.594,1.3681799999999997,0.0,55.44,14.434199999999999,0.0,71.83637999999999
55,9,701,0,710,162,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.3879799999999998,0.0,56.23199999999999,14.434199999999999,0.0,72.64818
56,9,711,0,720,162,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.4077799999999998,0.0,57.024,14.434199999999999,0.0,73.45998
57,9,720,0,730,163,0,0.0,0.284823,0.0,0.93456,0.099462,0.0,1.3188449999999998,0.594,1.4255999999999998,0.0,57.815999999999995,14.523299999999999,0.0,74.35889999999999
58,9,730,0,740,163,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.4453999999999998,0.0,58.608000000000004,14.523299999999999,0.0,75.17070000000001
59,9,740,0,750,163,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.594,1.4651999999999998,0.0,59.4,14.523299999999999,0.0,75.98249999999999
60,9,750,0,760,164,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.594,1.4849999999999999,0.0,60.192,14.6124,0.0,76.8834
