itr,CPU (in s),LPM (in s),DLPM (in s),listen (in s),Rx (in s),Tx (in s),CPU_Usage_profile (in J),LPM_Usage_profile (in J),DLPM_Usage_profile (in J),Listen_usage_profile (in J),Rx_usage_profile (in J),Tx_usage_profile (in J),TotalUsage_profile (in J),CPU_Usage_datasheet (in J),LPM_Usage_datasheet (in J),DLPM_Usage_datasheet (in J),Listen_usage_datasheet (in J),Rx_usage_datasheet (in J),Tx_usage_datasheet (in J),TotalUsage_datasheet (in J)
20,2,228,0,230,32,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.132,0.4514399999999999,0.0,18.216,2.8512,0.0,21.65064
21,2,238,0,240,33,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.132,0.47123999999999994,0.0,19.008,2.9402999999999997,0.0,22.55154
22,2,247,0,250,33,0,0.0,0.284823,0.0,0.93456,0.0,0.0,1.2193829999999999,0.132,0.48906,0.0,19.799999999999997,2.9402999999999997,0.0,23.361359999999998
23,2,257,0,260,33,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.132,0.5088599999999999,0.0,20.592,2.9402999999999997,0.0,24.17316
24,2,267,0,270,34,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.132,0.5286599999999999,0.0,21.384,3.0294,0.0,25.07406
25,2,277,0,280,34,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.132,0.54846,0.0,22.176,3.0294,0.0,25.885859999999997
26,2,287,0,290,34,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.132,0.56826,0.0,22.968,3.0294,0.0,26.69766
27,2,297,0,300,35,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.132,0.5880599999999999,0.0,23.759999999999998,3.1184999999999996,0.0,27.59856
28,3,307,0,310,35,0,0.050655,0.31647,0.0,0.93456,0.0,0.0,1.301685,0.19799999999999998,0.6078599999999998,0.0,24.552,3.1184999999999996,0.0,28.47636
29,3,317,0,320,36,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.19799999999999998,0.6276599999999999,0.0,25.343999999999998,3.2076,0.0,29.377259999999996
30,3,327,0,330,36,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.6474599999999999,0.0,26.136,3.2076,0.0,30.189059999999998
31,3,337,0,340,36,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.66726,0.0,26.927999999999997,3.2076,0.0,31.000859999999996
32,3,347,0,350,37,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.19799999999999998,0.6870599999999999,0.0,27.72,3.2967,0.0,31.90176
33,3,357,0,360,37,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.7068599999999998,0.0,28.512,3.2967,0.0,32.71356
34,3,367,0,370,37,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.7266599999999999,0.0,29.304000000000002,3.2967,0.0,33.52536
35,3,377,0,380,38,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.19799999999999998,0.7464599999999999,0.0,30.096,3.3857999999999997,0.0,34.42626
36,3,386,0,390,38,0,0.0,0.284823,0.0,0.93456,0.0,0.0,1.2193829999999999,0.19799999999999998,0.7642799999999998,0.0,30.887999999999998,3.3857999999999997,0.0,35.23608
37,3,396,0,400,38,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.7840799999999999,0.0,31.679999999999996,3.3857999999999997,0.0,36.04787999999999
38,3,406,0,410,39,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.19799999999999998,0.8038799999999999,0.0,32.472,3.4748999999999994,0.0,36.94878
39,3,416,0,420,39,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.82368,0.0,33.263999999999996,3.4748999999999994,0.0,37.76058
40,3,426,0,430,39,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.19799999999999998,0.8434799999999999,0.0,34.056,3.4748999999999994,0.0,38.572379999999995
41,3,436,0,440,40,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.19799999999999998,0.8632799999999999,0.0,34.848,3.564,0.0,39.473279999999995
42,4,446,0,450,40,0,0.050655,0.31647,0.0,0.93456,0.0,0.0,1.301685,0.264,0.8830799999999998,0.0,35.64,3.564,0.0,40.35108
43,4,456,0,460,40,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,0.9028799999999998,0.0,36.432,3.564,0.0,41.16288
44,4,466,0,470,41,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.264,0.9226799999999998,0.0,37.224,3.6531,0.0,42.06378
45,4,476,0,480,41,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,0.9424799999999999,0.0,38.016,3.6531,0.0,42.87558
46,4,486,0,490,41,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,0.9622799999999998,0.0,38.808,3.6531,0.0,43.687380000000005
47,4,496,0,500,42,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.264,0.9820799999999998,0.0,39.599999999999994,3.7421999999999995,0.0,44.58827999999999
48,4,506,0,510,42,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,1.0018799999999999,0.0,40.391999999999996,3.7421999999999995,0.0,45.400079999999996
49,4,516,0,520,42,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,1.02168,0.0,41.184,3.7421999999999995,0.0,46.211879999999994
50,4,525,0,530,43,0,0.0,0.284823,0.0,0.93456,0.099462,0.0,1.3188449999999998,0.264,1.0394999999999999,0.0,41.976,3.8312999999999997,0.0,47.1108
51,4,535,0,540,43,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,1.0592999999999997,0.0,42.768,3.8312999999999997,0.0,47.9226
52,4,545,0,550,44,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.264,1.0790999999999997,0.0,43.56,3.9203999999999994,0.0,48.8235
53,4,555,0,560,44,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,1.0988999999999998,0.0,44.352,3.9203999999999994,0.0,49.6353
54,4,565,0,570,44,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.264,1.1186999999999998,0.0,45.144,3.9203999999999994,0.0,50.4471
55,4,575,0,580,45,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.264,1.1384999999999998,0.0,45.936,4.0095,0.0,51.348
56,5,585,0,590,45,0,0.050655,0.31647,0.0,0.93456,0.0,0.0,1.301685,0.33,1.1582999999999999,0.0,46.727999999999994,4.0095,0.0,52.2258
57,5,595,0,600,45,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.33,1.1781,0.0,47.519999999999996,4.0095,0.0,53.0376
58,5,605,0,610,46,0,0.0,0.31647,0.0,0.93456,0.099462,0.0,1.3504919999999998,0.33,1.1979,0.0,48.312,4.098599999999999,0.0,53.9385
59,5,615,0,620,46,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.33,1.2177,0.0,49.104,4.098599999999999,0.0,54.750299999999996
60,5,625,0,630,46,0,0.0,0.31647,0.0,0.93456,0.0,0.0,1.2510299999999999,0.33,1.2374999999999998,0.0,49.896,4.098599999999999,0.0,55.5621
